Weight,Length1,Length2,Length3,Height,Width,Species
275,22.1,26.2,22.4,9.7534,3.0862,Roach
57,20.7,25,34.5,7.3743,4.7493,Roach
112,29.7,31.7,27.6,9.9692,4.6594,Roach
312,27.2,27.7,31.1,7.1366,4.8349,Roach
289,19.8,32,32.7,8.2178,4.4698,Roach
177,27.4,21,25.5,8.4525,5.2697,Roach
120,29.6,23.2,31.8,8.9472,5.6234,Roach
181,21.1,26.3,22.2,7.8831,4.3461,Roach
215,25.4,26.7,24.7,6.8682,5.869,Roach
86,22.9,26.8,30.5,6.8904,5.3505,Roach
352,25.3,30.8,23.8,7.4001,5.1167,Roach
240,28.6,29.1,30.6,6.4394,5.6788,Roach
357,23.8,25.3,24.7,8.5189,5.6517,Roach
220,27,21,25.9,6.192,5.2211,Roach
301,20.9,26.4,22.5,9.7033,5.2737,Roach
291,29.4,30.1,33.4,6.2849,4.8394,Roach
279,24.2,29.8,29.2,7.6152,5.8056,Roach
274,28,27.9,30,6.5483,3.4988,Roach
127,27.6,30.2,24.9,7.0593,3.046,Roach
219,24.9,30.4,32.6,6.7038,3.2003,Roach
16,25.7,21.7,33.9,8.2681,5.7363,Roach
364,27.8,21.1,25.9,8.3019,3.6231,Roach
273,21.6,26.1,23.9,9.4684,3.0487,Roach
345,22.3,21.8,28.5,6.7092,4.7295,Roach
250,24.8,29.1,25.1,6.8843,5.644,Roach
354,26.1,21.8,22.9,8.4974,4.7907,Roach
135,22.2,26.3,25.7,9.5239,4.0339,Roach
185,21.3,29.5,29,7.0064,3.0256,Roach
288,19.1,27.8,30.1,9.8496,4.5026,Roach
318,22.8,24.4,23.5,8.5763,4.2298,Roach
188,25,27.7,26.8,8.1541,3.1252,Roach
201,26.9,24.2,24.5,8.9223,4.3536,Roach
252,27.8,30.8,29.9,6.887,3.5705,Roach
331,29.4,29,28.7,7.0135,3.7197,Roach
171,27.6,29.8,25.2,7.4649,3.3175,Roach
160,28.1,23.6,26.1,7.2129,3.8264,Roach
14,23.4,29.1,33.7,8.6831,5.6339,Roach
357,23.6,28.1,24.8,6.2553,5.6847,Roach
225,23.1,25.6,23.5,9.7068,3.3222,Roach
188,28.7,24.9,26.2,8.5134,4.2267,Roach
257,19.6,22.8,29.2,6.0317,4.1011,Roach
178,24.7,24.8,23.6,9.7309,3.6859,Roach
380,28.2,22.5,27.8,8.8681,3.3165,Roach
300,21.3,25.7,24.4,8.3729,4.8621,Roach
371,29.6,28.8,26.1,8.4313,3.4875,Roach
66,22.9,26.5,28,8.5768,4.4447,Roach
149,22.9,26,34.4,6.0063,3.904,Roach
268,21.7,30.9,25.1,8.9524,4.9884,Roach
227,21,20.7,34.1,6.5312,4.9095,Roach
144,27.1,20.1,29.4,9.003,4.7248,Roach
311,19.5,23.6,30.5,9.3374,4.7044,Roach
8,25,24.8,23.5,9.7608,4.5364,Roach
335,21.6,27.7,28.8,6.8817,3.815,Roach
114,23.1,20.2,34.6,9.2159,4.4581,Roach
120,21.6,24.8,35,7.9047,4.9893,Roach
126,21.8,25.8,31,6.4371,4.7711,Roach
321,26.2,28.8,28.2,7.4601,5.3652,Roach
203,21.9,30.6,30.6,8.7656,4.6992,Roach
220,24.1,28.1,34.7,8.3133,4.3565,Roach
335,28.6,22.7,22.6,8.3064,4.3388,Roach
362,24.5,21.2,30.2,6.1675,5.2284,Roach
210,22,28.5,27.3,6.5748,5.5038,Roach
88,25,28.6,24.7,7.8515,3.6905,Roach
25,23.8,25.8,33.3,8.9463,5.0825,Roach
344,22.9,31.6,33.9,7.1102,3.4201,Roach
107,26.7,20.3,29.5,7.067,3.6704,Roach
203,24.4,23.5,31.2,7.3044,5.8989,Roach
309,27.3,31.6,23,7.9619,4.5054,Roach
246,21.7,31.9,25.9,6.36,4.5694,Roach
332,29,31.7,23.1,8.6315,4.1173,Roach
267,19.6,31.4,22.7,8.8264,3.8177,Roach
132,22.7,30.6,32.8,9.8621,5.0645,Roach
10,23.3,26.4,33.3,8.8308,4.9465,Roach
36,23.1,31.2,25.7,6.8549,5.6681,Roach
32,27,27.5,34.8,7.1135,4.9814,Roach
159,20.8,27.6,28.1,8.6359,4.0341,Roach
43,29.4,21.9,25,7.6593,4.4798,Roach
249,22.8,27.8,27.5,6.2784,3.9166,Roach
172,22.5,25.3,29.3,8.5953,4.3485,Roach
342,26.3,23.3,30.6,9.4742,4.8615,Roach
92,19.8,27.2,26.8,7.8033,3.3469,Roach
180,21.8,31.1,27.2,6.4025,5.5507,Roach
253,29.4,29,24.5,8.6014,3.9699,Roach
54,29.2,28.1,25.6,6.1181,3.2399,Roach
344,27,23.9,25.2,7.8539,5.8749,Roach
213,26.4,29.6,22.7,8.643,3.3622,Roach
209,26.2,27.3,32.5,9.2918,4.6216,Roach
327,22.4,29,26.3,7.7053,3.1174,Roach
7,22.1,27.3,26.2,8.071,3.2521,Roach
175,23.4,28.7,29.1,8.6254,3.7994,Roach
240,21.4,23.5,22.4,9.5712,5.6361,Roach
208,19.8,24.9,22.3,9.6981,5.2811,Roach
382,24.9,24.7,23.1,6.1356,4.5118,Roach
8,26.1,31.5,24,6.1731,4.6705,Roach
141,29.6,27.4,22.6,9.3473,5.6925,Roach
215,20.1,21.1,32.4,9.6328,3.0249,Roach
34,28.5,31.5,26.7,6.6872,5.729,Roach
349,22.9,29.5,31.4,6.4061,5.4985,Roach
373,23.7,22.4,25.1,8.1996,5.9045,Roach
214,28.5,20.1,25.9,9.7065,5.4905,Roach
319,19.5,26.7,24.6,8.6204,4.8813,Roach
261,24.4,22,30.2,7.8234,3.6251,Roach
159,24.9,23.7,28.5,8.3341,4.7783,Roach
98,25.1,23.2,28.9,9.922,5.5799,Roach
9,21.3,21.6,30,9.1868,3.415,Roach
121,28.5,25.9,34.5,7.8804,3.6331,Roach
215,23.4,22.1,28.4,6.6727,4.0312,Roach
247,19.4,25.6,24.9,6.1902,4.1507,Roach
149,23.3,24.6,29.6,6.0268,4.0261,Roach
281,28,26.5,28,8.245,4.4981,Roach
65,26.7,27.1,31,7.6004,3.022,Roach
61,28.2,27.1,24.7,9.8125,3.3617,Roach
342,28.8,27.4,31.9,6.8419,3.3054,Roach
288,21.4,31.3,28.9,7.9881,5.288,Roach
313,29.7,24.7,24.1,7.6166,3.4095,Roach
176,28,30.5,25.5,7.661,4.4532,Roach
53,19.4,30.6,24.9,9.3012,3.2552,Roach
107,21.5,31.7,25.5,7.8067,4.8516,Roach
140,27.2,29,25.5,9.5159,4.0502,Roach
239,25.2,25.6,24.4,6.8152,4.5262,Roach
40,22.6,26.7,25.2,7.2517,3.3404,Roach
178,20.9,28.2,25.7,6.5986,3.1825,Roach
123,29.1,27.4,34.4,8.695,4.0978,Roach
310,22.4,23.1,33.6,7.1009,5.3459,Roach
69,23.9,22.8,26.7,7.3972,4.0769,Roach
189,24.2,30.7,27.8,8.0084,4.5123,Roach
228,26.1,31.5,29.7,9.8002,5.7881,Roach
58,26,22.6,24.4,7.0417,5.248,Roach
149,29.9,29.1,29.4,7.6501,3.9459,Roach
19,24.4,24.4,25,7.9565,4.51,Roach
210,25.9,25.3,31,7.5252,5.7514,Roach
6,25.4,27.7,32.1,9.0025,4.5653,Roach
202,28.8,28.9,27.5,9.8499,3.6952,Roach
138,19.6,23,27.7,9.8445,3.6991,Roach
318,25.2,29.6,22.1,7.7828,4.8987,Roach
345,19.2,27.6,28.3,8.9179,4.6924,Roach
382,28.7,28.6,27.3,8.2548,5.5199,Roach
85,25.9,20.3,34.8,7.9083,5.6549,Roach
180,22.6,23,28.7,7.1242,3.721,Roach
211,20.1,31.8,25.5,6.0952,5.4859,Roach
244,24.1,29.3,32.8,7.5266,3.0983,Roach
47,23.5,21.9,31.5,6.5904,3.5842,Roach
186,28.5,25.5,26.8,7.8635,3.2851,Roach
335,24.1,24.2,25.4,6.0356,3.7115,Roach
128,29.3,20.3,33.9,7.9446,5.3208,Roach
130,22.6,20.1,29.5,7.2481,3.3005,Roach
349,29.2,26.7,23.4,9.3486,3.1826,Roach
119,22.7,30.6,30.7,7.0481,5.0055,Roach
371,29.3,24.5,24.2,7.1287,4.5619,Roach
212,21.6,29.5,30.2,8.1404,5.6291,Roach
41,29.8,22.4,23,7.8072,3.3567,Roach
71,28.7,25.2,23.1,9.9987,3.1306,Roach
323,19.2,22.3,32.4,7.7541,4.807,Roach
147,21.6,26.3,23.2,9.9033,4.5247,Roach
300,21,29.7,31.9,9.2139,4.0963,Roach
388,20.8,24,29.9,8.5024,3.2621,Roach
100,28.2,23,30.8,8.5218,3.9367,Roach
284,20.5,30.3,34.9,9.0196,5.2044,Roach
31,26.8,28.2,33.1,6.5543,5.5845,Roach
41,22.1,28.7,23.8,6.6122,4.6608,Roach
145,27.5,30.5,32.7,9.4366,5.4636,Roach
2,28,31.2,33.5,7.3928,4.9294,Roach
377,27.1,23.6,23.4,9.2118,3.7383,Roach
324,21,30.9,27.7,9.6365,3.6628,Roach
126,27.4,21,29.7,6.9725,5.8207,Roach
236,29.7,21.2,27.3,9.1394,4.7633,Roach
303,22.8,24.4,25.7,7.3093,4.6366,Roach
316,28.9,21.8,23.9,7.0607,3.2494,Roach
375,22.6,28.6,29.7,8.4794,5.6542,Roach
215,20.7,30.3,25.1,7.771,5.8101,Roach
228,24.4,26.7,28.6,9.2377,3.4845,Roach
243,22.8,30.1,23.4,7.4301,4.3682,Roach
355,24.5,22.8,28.8,7.651,3.0282,Roach
155,20.6,27.8,25.5,6.9962,3.4221,Roach
338,29.8,29.4,25.7,7.4247,5.3723,Roach
320,20.2,24.6,26,6.6751,3.0029,Roach
188,28.5,28.4,31.3,9.3778,5.5543,Roach
68,23.8,25.2,22.8,9.6458,3.7907,Roach
330,20.3,31.1,22.3,7.2938,3.3589,Roach
143,27.7,27.3,32.4,7.1808,4.3663,Roach
116,24.3,22.5,26.5,8.8845,3.154,Roach
131,29.7,24.8,30.8,7.8542,3.4395,Roach
15,25.7,25.2,27.2,7.2476,4.2424,Roach
17,26.5,28.1,32.6,9.4657,5.4846,Roach
307,23.1,22.3,30.3,6.9237,5.5932,Roach
104,24.4,30.8,28,9.0642,5.1894,Roach
70,24.9,25.6,24.6,9.1642,3.1036,Roach
131,23.2,22.6,30.5,6.7704,4.9772,Roach
261,27.8,25,23.9,8.1297,5.001,Roach
224,22.9,22.7,33.9,6.0405,5.0305,Roach
343,28.4,20.7,34.9,9.89,4.6964,Roach
15,23.9,26.4,29.9,8.147,5.6454,Roach
158,26.9,31.4,27.1,8.3937,3.1126,Roach
176,20.7,26.5,33.8,8.4893,5.406,Roach
45,24.1,30.1,30.3,9.7066,3.0274,Roach
307,27.7,29,28.6,8.8917,3.016,Roach
113,27.7,21.7,26.9,6.7542,4.4476,Roach
234,26.8,30.1,25.4,7.034,4.2732,Roach
35,29,27.8,24.1,9.5266,3.1898,Roach
188,26.7,25.4,28.9,6.1957,3.4351,Roach
274,27.4,22.6,32.2,8.1776,4.3106,Roach
291,26.4,25.7,22.3,8.2323,3.1939,Roach
36,19.7,20.4,23.2,8.7926,3.6236,Roach
269,25.3,25.2,26.6,9.7901,4.7659,Roach
300,25.3,25.1,33.2,9.6928,3.1652,Roach
21,19.7,28.5,24.9,9.302,5.9789,Roach
279,19.7,21.8,24.2,8.1091,3.2679,Roach
90,23.9,25.2,28.8,9.4269,4.7629,Roach
113,23,26.9,29.3,6.6034,4.5792,Roach
143,19.8,27.1,26.9,9.9342,3.8077,Roach
90,24.5,24.8,26.2,8.1551,3.3206,Roach
298,20.2,24.5,22.6,6.6923,3.3687,Roach
75,22.7,23.7,25,8.7544,4.3899,Roach
301,26.2,30.7,23.8,8.5555,5.2512,Roach
282,19.4,25.3,29.6,6.8904,3.597,Roach
200,20.8,20.7,29.1,8.9091,5.366,Roach
196,19.7,28.8,26.8,9.2833,3.9735,Roach
355,24.1,30.3,25.3,8.9469,4.6919,Roach
302,27.4,22.9,25.8,8.1056,4.4866,Roach
237,20.9,23,30.8,6.3723,4.0553,Roach
53,20.9,31.5,32.2,8.5595,3.5541,Roach
137,23.5,25.8,26.7,6.5135,3.6755,Roach
149,21.3,28.1,27.4,6.865,4.0345,Roach
366,20.6,28.6,24,7.8786,5.6816,Roach
163,26.2,29.1,25.8,8.8338,3.6008,Roach
386,28.8,27.4,34.5,7.5983,4.4949,Roach
223,27.8,22.9,22.5,6.8857,4.4175,Roach
340,29.4,21.4,34.3,7.3728,5.6174,Roach
361,26.9,31,22.7,9.586,3.428,Roach
151,19.6,31.3,34.1,7.8863,4.2711,Roach
178,29.8,21.2,22.7,6.3694,5.9221,Roach
121,21.8,28.3,31.5,9.1162,5.7835,Roach
205,20,20.3,30.6,8.2766,3.7955,Roach
351,26.4,26.7,27.3,9.7416,3.3904,Roach
199,20,27,30.9,8.8436,5.8557,Roach
178,24.7,25.9,34.9,7.8259,3.3004,Roach
33,28.8,21.7,23,7.6404,4.97,Roach
127,26.8,30.4,27.8,6.7026,3.0858,Roach
115,23.3,29.3,29.4,9.8544,3.5258,Roach
93,26.3,28.7,33,7.8296,3.9993,Roach
175,28.9,30.1,34,6.1943,3.3071,Roach
36,25.3,27.8,23,9.3841,5.5659,Roach
136,19.7,26.8,33.7,6.5476,5.5653,Roach
9,23.4,31,30.4,6.5444,3.4235,Roach
282,21.3,27,28,8.6353,5.8847,Roach
92,23.9,22,29.7,8.6999,5.6512,Roach
208,19.9,30.2,30.3,6.9708,4.6623,Roach
370,28.3,29.3,30.3,7.0549,5.2567,Roach
340,23.3,27.9,25,8.088,3.7227,Roach
325,21.6,29.9,32,8.6679,5.4896,Roach
306,21.8,25.9,24.7,8.666,4.7344,Roach
56,26.7,29.7,30,6.0816,5.5797,Roach
364,24.6,29.3,28.1,6.862,5.1341,Roach
292,19.7,26.2,26.5,6.566,4.8284,Roach
38,22.6,21.4,28.9,6.6881,3.3719,Roach
3,27,26.6,30.9,8.6,3.874,Roach
112,25.1,30.4,25.2,9.8361,3.2347,Roach
93,27.9,30.8,33.3,7.6561,5.1531,Roach
343,25.9,26.7,22.1,8.9009,5.9102,Roach
360,21.4,23.6,32.2,8.9731,4.7631,Roach
305,20,27.9,32.1,7.9278,4.6362,Roach
75,29.7,29.2,29,6.3767,3.9687,Roach
183,29.5,27.6,29.9,7.2855,4.0953,Roach
341,22.5,24.1,31.7,8.1219,3.8408,Roach
17,19.6,29.4,26.3,7.6962,5.1413,Roach
10,22.1,26.7,34.1,6.1999,5.4396,Roach
291,22.1,31.5,26.4,9.5534,5.8691,Roach
151,19.4,29,25.6,7.0477,4.7768,Roach
111,20,23.3,31.7,8.5854,3.0296,Roach
262,28.6,26.4,31.2,7.2036,4.3636,Roach
140,25.1,29.9,32.2,9.7081,5.2823,Roach
173,29.9,30.4,27.6,6.076,5.31,Roach
21,27.9,30.8,30.4,9.8669,5.4002,Roach
77,23.5,26.7,29.7,8.3789,4.4545,Roach
18,29.8,31.7,29.5,9.7038,3.3941,Roach
217,19.6,25.5,22.9,6.9689,5.7094,Roach
99,24.4,20.3,23.7,6.7881,4.4175,Roach
288,21.7,31.7,28.7,7.9278,3.8848,Roach
315,19.3,29.7,30.2,7.4862,3.0013,Roach
143,29.1,31.5,32,9.6445,4.0453,Roach
348,23.2,23.3,28.6,7.3428,4.0417,Roach
302,28.3,23.9,28.7,6.6319,5.4268,Roach
109,26.9,31.5,34.8,8.4956,3.2813,Roach
320,21.1,24.9,28.3,9.3467,3.346,Roach
155,19.2,29.4,33.4,6.6579,5.3838,Roach
115,21.1,22.3,29.5,9.2856,3.4031,Roach
261,24.8,28.4,25.6,6.4832,3.2955,Roach
271,21.6,30.6,25.5,8.5284,5.6788,Roach
76,22.8,31.3,27.5,7.9126,5.2298,Roach
72,21.8,23.1,28.3,8.7409,4.7263,Roach
267,26.8,30.3,30.6,7.7774,5.4878,Roach
45,25.1,23.9,31.3,7.7738,4.6079,Roach
377,20.6,30,33.5,8.4374,4.8185,Roach
75,28.2,28.1,25.5,9.5963,5.8202,Roach
282,20.7,31.5,25.8,9.8277,5.0155,Roach
57,19.1,20,34,8.6423,5.4049,Roach
126,21.6,31.6,23.1,7.225,5.6384,Roach
343,29.5,29.4,29.1,7.2959,5.1263,Roach
187,23,20.6,32,7.6802,4.3059,Roach
153,29.7,23.6,33.2,7.2656,5.0101,Roach
375,25,25,28.6,7.9571,4.1457,Roach
368,22.8,24.7,23.7,7.0931,5.4822,Roach
255,19.7,31.1,24.9,9.4212,5.331,Roach
111,27.4,23.3,25.5,6.2204,4.0384,Roach
252,21.9,30.2,34.2,8.8072,5.1284,Roach
117,28.1,22.2,23.3,8.4264,3.5914,Roach
84,22.7,27.6,26.8,9.7059,3.5243,Roach
149,21.7,30.3,31.2,9.75,3.2361,Roach
113,25.9,24.4,22.4,8.1939,5.3491,Roach
80,23.7,29,30.6,6.9111,4.3253,Roach
366,27.1,25.2,26.6,9.8281,3.3327,Roach
338,24.8,22.8,27.7,8.6768,3.1064,Roach
70,22.2,31.8,28.8,7.5323,3.5686,Roach
346,22.1,25,31.7,6.1255,5.8197,Roach
377,26.3,21.3,25.1,8.2704,5.5799,Roach
53,23.1,27.5,22.5,7.5044,3.2422,Roach
209,27,28.5,30,8.8495,5.7504,Roach
105,19.6,20.1,30,6.4195,3.5923,Roach
137,23.7,32,32,7.2788,3.0837,Roach
237,24.3,31.8,28.1,7.9456,5.286,Roach
207,28.9,20.7,29.9,9.3272,5.5521,Roach
388,27.9,27.6,30.5,9.3548,4.8758,Roach
118,23.1,30.9,34.9,8.5671,5.0809,Roach
272,21.1,31.3,24.5,6.6827,4.0923,Roach
363,22.3,21,22.8,8.7175,3.6225,Roach
224,25.3,23.3,34.7,7.7762,5.755,Roach
177,19,31,33,9.8037,5.4043,Roach
224,22.2,23.6,30.8,7.8172,4.3566,Roach
342,26.7,31.6,28.4,8.3006,4.141,Roach
326,24.6,24.4,32.2,7.6276,5.2787,Roach
282,26.6,29,28,9.122,4.3312,Roach
298,24.7,26,27.7,9.7189,3.0411,Roach
180,26.2,23.1,22.4,8.4405,3.9411,Roach
245,22.9,27.5,29.9,8.7283,3.9547,Roach
32,19.8,30.2,26.4,9.8374,3.102,Roach
379,21.6,25.3,23.9,9.6335,3.5834,Roach
318,21.2,22.8,33.9,9.2399,4.3355,Roach
317,24.5,22.2,30,9.0197,4.0465,Roach
320,20.9,25.9,31.7,8.0995,3.0111,Roach
14,22.8,23.6,22.5,8.3514,5.385,Roach
376,21.1,27.7,24,6.3928,3.0763,Roach
276,22.4,26,28.3,7.2433,4.5852,Roach
189,25.4,27.1,33.1,9.3006,4.2614,Roach
196,21.3,25.3,25.6,6.0937,5.2094,Roach
145,24.4,21.5,27.6,6.492,4.455,Roach
207,23.2,28.1,24.5,8.0942,5.6751,Roach
0,23.8,30.6,23.4,9.5023,3.9291,Roach
127,29.4,28.2,29.1,7.2176,4.0937,Roach
46,20.9,24.1,34.3,7.3241,4.8057,Roach
106,29.7,28,34.1,6.3757,3.9214,Roach
361,29.1,22.2,28.2,9.865,5.7032,Roach
50,29.4,29.6,30.8,8.8744,3.6342,Roach
194,26.7,27.7,26.2,6.8054,4.5245,Roach
10,24.7,28,22.2,7.5434,4.2115,Roach
281,19,22.5,28.1,9.1121,4.257,Roach
373,28.7,27.3,22.9,7.18,5.2371,Roach
109,22.8,26.6,29.7,7.0896,5.125,Roach
4,24.1,21.6,28,7.8705,3.8315,Roach
173,26.6,20.1,29.4,9.6453,4.677,Roach
218,21.3,29.2,29.4,9.2859,3.0144,Roach
62,22.9,31,23.6,9.5109,5.4063,Roach
296,24.2,21.4,30.4,7.5577,4.5287,Roach
201,27.1,25.7,33.3,6.9961,4.23,Roach
223,28.4,29.9,33.1,8.8155,5.7098,Roach
276,19.1,23.3,31.6,8.5216,3.3066,Roach
302,26.2,21.9,23.2,7.2548,4.3986,Roach
281,25.6,30.5,31.1,8.4009,4.7901,Roach
260,28.3,20.4,26.2,8.7511,3.632,Roach
375,29.7,28.9,27.6,9.2244,4.9385,Roach
121,20.2,28.4,23.9,9.6244,4.0693,Roach
220,22.9,31.9,33.6,7.7119,5.737,Roach
65,29.2,20.9,27.7,7.1797,5.0118,Roach
174,22,25.4,32.2,6.4499,5.9353,Roach
60,20,27.8,33.6,7.6083,5.8703,Roach
34,25.9,31.5,22.7,9.3338,5.0521,Roach
60,24.2,29.3,23,8.8692,5.7668,Roach
21,28.3,28,23.9,8.8566,3.0037,Roach
23,29.2,29.5,22.7,7.8173,3.1563,Roach
250,20.8,22.1,29.6,9.9226,4.4293,Roach
23,26,25.6,27.2,7.4402,3.3899,Roach
203,25.6,26.7,27.8,9.4766,3.9092,Roach
336,23.4,25.3,33.2,7.7298,5.189,Roach
12,28.3,29.1,29.2,9.2248,3.9062,Roach
143,29.1,28.9,25.9,9.1945,5.6263,Roach
171,23.5,31.3,25.5,6.4859,5.3161,Roach
135,27.7,20.7,22.3,7.3312,4.0884,Roach
6,21.4,29.2,33.2,9.8985,4.0748,Roach
163,23.4,20.7,31.5,8.5237,5.4479,Roach
66,27.8,20.7,23.7,6.7324,4.6288,Roach
76,22.6,30.8,23.9,6.5542,4.0578,Roach
341,20.1,31.2,26,7.0986,4.0995,Roach
3,23.5,24.8,27.5,8.0647,3.7017,Roach
222,27.7,23.3,31.6,6.8752,3.5604,Roach
268,22.2,30.4,34.7,6.6512,3.9119,Roach
96,22.6,26,24.9,7.5993,5.9104,Roach
339,23.2,30.9,33,6.8847,5.0524,Roach
59,20.9,22.9,24.6,7.3546,5.0757,Roach
278,25.1,25.2,32.3,7.3569,5.0268,Roach
304,25.3,23.2,25.8,7.6143,3.651,Roach
261,26.3,24.6,23.4,9.5268,3.5784,Roach
154,24.4,25.7,22.4,9.4031,5.0972,Roach
168,27.5,22.7,22,9.072,4.5637,Roach
337,27.2,24.7,25.6,6.1655,5.8741,Roach
222,20.4,22.5,33.7,8.769,5.0867,Roach
283,28.2,29.3,28,7.0834,4.2202,Roach
292,23,22.5,29.2,7.3443,5.0571,Roach
376,27.4,26.9,29.8,6.7958,5.3926,Roach
353,25.7,31,32.4,6.5305,5.3062,Roach
375,29.3,24.5,23.8,8.8546,4.5575,Roach
9,24,25.5,34,8.3486,3.0613,Roach
302,23.8,31.8,30.4,9.6893,3.3859,Roach
337,27.6,22.2,23.4,8.6634,3.4003,Roach
195,19.3,31.9,31.2,7.3035,5.9676,Roach
204,21.9,25.3,31.9,7.3046,3.8992,Roach
8,20.3,21.9,25.9,6.5852,4.8765,Roach
351,22.2,31.8,29.8,7.2774,4.6069,Roach
9,25.4,23.6,34.5,9.3565,3.6578,Roach
206,25.3,27.5,26.8,9.5375,4.8549,Roach
337,27.3,31.1,33.2,6.5377,4.4666,Roach
389,25.7,21.1,28.1,8.5054,3.8301,Roach
201,20.3,23.5,24,7.2868,5.0884,Roach
143,27.7,29,32.4,8.5259,4.1894,Roach
347,25.4,22.1,33.3,6.9431,3.0431,Roach
382,27.8,29.3,26.2,8.9642,5.3593,Roach
197,22.7,30.1,33.8,8.5209,4.0966,Roach
341,24.9,25.5,25.2,7.7589,5.8834,Roach
157,29.6,26.1,31,9.5094,3.1118,Roach
151,22.5,29.9,31,7.444,4.0115,Roach
6,24,25.6,32.6,7.0287,3.9174,Roach
372,25.1,30.2,23.8,9.8654,5.5232,Roach
49,28.2,30.8,31.3,8.6155,5.1344,Roach
68,19.2,22.7,25.4,7.8659,4.7635,Roach
46,26.1,25.6,27,9.6061,4.4978,Roach
144,19.3,26,25.6,9.7981,3.9618,Roach
303,24.5,24.3,31.5,7.5032,4.4117,Roach
255,25.6,20.8,23.5,7.6248,4.533,Roach
232,28.5,23.4,32,7.481,3.2566,Roach
155,29.3,28.2,26,6.1029,5.0553,Roach
303,22,21.7,30.6,9.0887,4.5272,Roach
120,19.3,30.3,27.9,6.4364,5.3492,Roach
361,25.1,30,32.2,8.1988,5.1557,Roach
359,28.6,25.5,25.4,7.5248,3.9053,Roach
75,19.6,20.4,22.5,6.8856,5.0795,Roach
206,27.6,22.6,27,8.2426,3.1629,Roach
115,26.7,31.8,34.8,7.425,4.7069,Roach
230,24.2,27.5,30.3,9.5987,3.307,Roach
352,25.1,31.6,29.3,8.0686,5.2452,Roach
75,25.9,23.3,26,8.2025,3.7426,Roach
116,26.1,23.7,26,7.7763,5.8063,Roach
162,24,27.5,27.4,8.1036,3.4779,Roach
346,22,25.4,34.2,9.247,4.3071,Roach
315,20.3,30.3,23.8,6.0608,5.2678,Roach
47,20.6,21.1,30,7.5002,5.657,Roach
134,25.4,26.2,25,8.4176,5.7533,Roach
199,25.2,29.5,30.8,9.9924,4.5864,Roach
216,26.7,20.3,32.7,9.5806,3.0678,Roach
294,26.1,22,29.9,8.1258,3.0008,Roach
31,29.2,28.6,26.9,9.8518,5.6611,Roach
250,24,23.4,28.6,8.8998,3.3817,Roach
29,22.3,30.4,24.4,6.4336,3.871,Roach
126,26.9,21,24.8,8.2835,5.7038,Roach
217,19,26.4,26.8,8.8686,5.4493,Roach
45,25.8,30,30.5,6.7562,5.5585,Roach
275,28.7,22.7,28.6,9.0306,4.4672,Roach
69,20.6,23.5,26.7,7.0525,4.114,Roach
33,20.5,30.2,31.9,8.897,5.0549,Roach
296,28.9,26,34.8,6.4259,4.5952,Roach
62,21.6,21.9,31.8,8.1033,4.2318,Roach
65,26.2,29.8,29.8,9.3321,3.1279,Roach
387,20.7,24.1,32,6.2048,4.1543,Roach
210,19.1,25.1,29,7.2425,4.344,Roach
278,24.9,30,24.1,6.0717,3.4343,Roach
43,20,22.2,34.1,9.5469,3.1397,Roach
204,20.5,25.4,34.8,9.3826,4.4799,Roach
208,23.3,23.7,26.5,9.1553,3.1759,Roach
379,20.9,29.5,24.1,8.5627,4.7761,Roach
151,22.5,31.2,27.2,7.499,4.0037,Roach
178,30,30,33.2,7.2992,5.9588,Roach
108,26.9,30.5,23.5,8.0003,5.7432,Roach
91,29.3,28.3,26.9,9.2483,5.6077,Roach
108,19.3,22.6,29.3,7.4893,5.0692,Roach
288,25.3,20,34.7,9.9776,3.3089,Roach
51,22.2,28.6,33.6,6.0852,4.4987,Roach
0,26,20.2,28.7,7.1328,5.8262,Roach
307,23,20.2,24.2,6.7245,4.0096,Roach
315,24.2,22.5,32.4,6.2447,3.6713,Roach
197,26.3,20.9,24.6,9.1832,4.6649,Roach
295,26.3,29.1,26.3,7.4337,5.769,Roach
235,23.8,22.6,33,9.4521,3.2636,Roach
9,29.3,31.1,32.5,8.0279,5.0151,Roach
80,22.7,25.8,31.5,6.2522,4.1013,Roach
378,29.6,28.7,33.1,6.0695,3.0903,Roach
219,19,25.4,24,9.6125,4.3161,Roach
89,30,27.4,26.6,9.5236,4.6662,Roach
218,21.9,25.9,25,9.7716,5.5387,Roach
271,29.9,24.1,25,9.5743,5.3582,Roach
331,28.6,29.7,30.9,9.2538,5.1126,Roach
31,27.3,26,24.7,6.2261,5.8047,Roach
83,20.5,21.1,31.9,8.8637,5.386,Roach
346,29.7,26.4,33.8,9.9896,4.9979,Roach
138,25.5,26.3,24,9.791,4.9518,Roach
82,19.3,22.5,26.9,7.0711,3.5372,Roach
42,25.2,30.4,28,8.9281,5.0416,Roach
226,29.5,30.1,25.5,9.5343,5.3736,Roach
333,27.4,24,34.7,7.2211,4.0751,Roach
24,20.9,30.4,27.6,8.6698,5.7071,Roach
119,19.7,26,23.7,8.978,5.0254,Roach
306,27.9,27.1,26.5,7.5231,3.7357,Roach
385,25.9,23.3,27.1,6.9018,4.1175,Roach
122,28.3,24.6,22.6,8.0333,5.2582,Roach
346,26.2,31,32.9,6.4771,3.2421,Roach
38,24.9,31.6,28.6,9.4837,5.0424,Roach
105,21.5,26.1,24.3,7.7481,5.705,Roach
